Species,Treatment,Concentration,Day,FlaskID,ReadingID,RFU
T_weissflogii,Zn,24,7,3,2,1574.19
T_weissflogii,Zn,24,7,3,3,1572.46
T_weissflogii,Zn,0,8,1,1,15865.25
T_weissflogii,Zn,0,8,1,2,11251.74
T_weissflogii,Zn,0,8,1,3,11774.36
T_weissflogii,Zn,0,8,2,1,13923.35
T_weissflogii,Zn,0,8,2,2,9574.66
T_weissflogii,Zn,0,8,2,3,9808.09
T_weissflogii,Zn,0,8,3,1,14993.61
T_weissflogii,Zn,0,8,3,2,10236.12
T_weissflogii,Zn,0,8,3,3,10358.28
T_weissflogii,Zn,8,8,1,1,9688.89
T_weissflogii,Zn,8,8,1,2,7595.54
T_weissflogii,Zn,8,8,1,3,9187.14
T_weissflogii,Zn,8,8,2,1,12109.97
T_weissflogii,Zn,8,8,2,2,12095.76
T_weissflogii,Zn,8,8,2,3,10324.96
T_weissflogii,Zn,8,8,3,1,12584.2
T_weissflogii,Zn,8,8,3,2,13006.37
T_weissflogii,Zn,8,8,3,3,11979.15
T_weissflogii,Zn,24,8,1,1,1305.3
T_weissflogii,Zn,24,8,1,2,1099.75
T_weissflogii,Zn,24,8,1,3,1011.29
T_weissflogii,Zn,24,8,2,1,1852.25
T_weissflogii,Zn,24,8,2,2,1497.36
T_weissflogii,Zn,24,8,2,3,1321.42
T_weissflogii,Zn,24,8,3,1,1617.77
T_weissflogii,Zn,24,8,3,2,1410.52
T_weissflogii,Zn,24,8,3,3,1300.41
T_pseudonana,Al,0,0,1,1,110.14
T_pseudonana,Al,0,0,1,2,104.71
T_pseudonana,Al,0,0,1,3,103.06
T_pseudonana,Al,0,0,2,1,116.04
T_pseudonana,Al,0,0,2,2,111.65
T_pseudonana,Al,0,0,2,3,109.56
T_pseudonana,Al,0,0,3,1,122.89
T_pseudonana,Al,0,0,3,2,119.01
T_pseudonana,Al,0,0,3,3,116.54
T_pseudonana,Al,0.1,0,1,1,118.12
T_pseudonana,Al,0.1,0,1,2,116.27
T_pseudonana,Al,0.1,0,1,3,114.45
T_pseudonana,Al,0.1,0,2,1,111.77
T_pseudonana,Al,0.1,0,2,2,107.82
T_pseudonana,Al,0.1,0,2,3,104.41
T_pseudonana,Al,0.1,0,3,1,122.83
T_pseudonana,Al,0.1,0,3,2,117.17
T_pseudonana,Al,0.1,0,3,3,113.84
T_pseudonana,Al,1,0,1,1,124.08
T_pseudonana,Al,1,0,1,2,118.23
T_pseudonana,Al,1,0,1,3,115.05
T_pseudonana,Al,1,0,2,1,139.13
T_pseudonana,Al,1,0,2,2,132.78
T_pseudonana,Al,1,0,2,3,131.67
T_pseudonana,Al,1,0,3,1,116.52
T_pseudonana,Al,1,0,3,2,110.7
T_pseudonana,Al,1,0,3,3,106.98
T_pseudonana,Al,0,1,1,1,489.56
T_pseudonana,Al,0,1,1,2,473.31
T_pseudonana,Al,0,1,1,3,458.2
T_pseudonana,Al,0,1,2,1,465.69
T_pseudonana,Al,0,1,2,2,452.21
T_pseudonana,Al,0,1,2,3,442.05
T_pseudonana,Al,0,1,3,1,506.05
T_pseudonana,Al,0,1,3,2,490.53
T_pseudonana,Al,0,1,3,3,472.08
T_pseudonana,Al,0.1,1,1,1,538.96
T_pseudonana,Al,0.1,1,1,2,528.13
T_pseudonana,Al,0.1,1,1,3,512.62
T_pseudonana,Al,0.1,1,2,1,533.24
T_pseudonana,Al,0.1,1,2,2,513.96
T_pseudonana,Al,0.1,1,2,3,494.94
T_pseudonana,Al,0.1,1,3,1,534.85
T_pseudonana,Al,0.1,1,3,2,529.3
T_pseudonana,Al,0.1,1,3,3,516.15
T_pseudonana,Al,1,1,1,1,139.94
T_pseudonana,Al,1,1,1,2,132.72
T_pseudonana,Al,1,1,1,3,130.05
T_pseudonana,Al,1,1,2,1,132.83
T_pseudonana,Al,1,1,2,2,125.41
T_pseudonana,Al,1,1,2,3,121.22
T_pseudonana,Al,1,1,3,1,139.82
T_pseudonana,Al,1,1,3,2,131.7
T_pseudonana,Al,1,1,3,3,124.41
T_pseudonana,Al,0,2,1,1,3356.76
T_pseudonana,Al,0,2,1,2,3178.71
T_pseudonana,Al,0,2,1,3,3066.78
T_pseudonana,Al,0,2,2,1,2935.66
T_pseudonana,Al,0,2,2,2,2824.38
T_pseudonana,Al,0,2,2,3,2803.48
T_pseudonana,Al,0,2,3,1,3055.17
T_pseudonana,Al,0,2,3,2,2913.16
T_pseudonana,Al,0,2,3,3,2818.51
T_pseudonana,Al,0.1,2,1,1,3714.89
T_pseudonana,Al,0.1,2,1,2,3521.6
T_pseudonana,Al,0.1,2,1,3,3402.47
T_pseudonana,Al,0.1,2,2,1,3167.65
T_pseudonana,Al,0.1,2,2,2,2988.76
T_pseudonana,Al,0.1,2,2,3,2885.29
T_pseudonana,Al,0.1,2,3,1,3439.5
T_pseudonana,Al,0.1,2,3,2,3248.11
T_pseudonana,Al,0.1,2,3,3,3142.66
T_pseudonana,Al,1,2,1,1,721.55
T_pseudonana,Al,1,2,1,2,694.43
T_pseudonana,Al,1,2,1,3,671.5
T_pseudonana,Al,1,2,2,1,665.78
T_pseudonana,Al,1,2,2,2,629.06
T_pseudonana,Al,1,2,2,3,616.44
T_pseudonana,Al,1,2,3,1,712.32
T_pseudonana,Al,1,2,3,2,681.82
T_pseudonana,Al,1,2,3,3,665.19
T_pseudonana,Al,0,3,1,1,8964.17
T_pseudonana,Al,0,3,1,2,8486.26
T_pseudonana,Al,0,3,1,3,8300.76
T_pseudonana,Al,0,3,2,1,8608.87
T_pseudonana,Al,0,3,2,2,8084.77
T_pseudonana,Al,0,3,2,3,7891.08
T_pseudonana,Al,0,3,3,1,8572.06
T_pseudonana,Al,0,3,3,2,8050.66
T_pseudonana,Al,0,3,3,3,7718.08
T_pseudonana,Al,0.1,3,1,1,12715.78
T_pseudonana,Al,0.1,3,1,2,12838.18
T_pseudonana,Al,0.1,3,1,3,12173.03
T_pseudonana,Al,0.1,3,2,1,12197.22
T_pseudonana,Al,0.1,3,2,2,11547.96
T_pseudonana,Al,0.1,3,2,3,11198.98
T_pseudonana,Al,0.1,3,3,1,10088.44
T_pseudonana,Al,0.1,3,3,2,9946.5
T_pseudonana,Al,0.1,3,3,3,9530.73
T_pseudonana,Al,1,3,1,1,3447.19
T_pseudonana,Al,1,3,1,2,3353.56
T_pseudonana,Al,1,3,1,3,3288.43
T_pseudonana,Al,1,3,2,1,3157.44
T_pseudonana,Al,1,3,2,2,3059.38
T_pseudonana,Al,1,3,2,3,3010.3
T_pseudonana,Al,1,3,3,1,3825.07
T_pseudonana,Al,1,3,3,2,3759.68
T_pseudonana,Al,1,3,3,3,3699.01
T_pseudonana,Al,0,4,1,1,19353.88
T_pseudonana,Al,0,4,1,2,17913.54
T_pseudonana,Al,0,4,1,3,16824.86
T_pseudonana,Al,0,4,2,1,17857.53
T_pseudonana,Al,0,4,2,2,16627.14
T_pseudonana,Al,0,4,2,3,15790.53
T_pseudonana,Al,0,4,3,1,15999.36
T_pseudonana,Al,0,4,3,2,15331
T_pseudonana,Al,0,4,3,3,14285.68
T_pseudonana,Al,0.1,4,1,1,22748.59
T_pseudonana,Al,0.1,4,1,2,20611.59
T_pseudonana,Al,0.1,4,1,3,19394.56
T_pseudonana,Al,0.1,4,2,1,22465.46
T_pseudonana,Al,0.1,4,2,2,20447.92
T_pseudonana,Al,0.1,4,2,3,19326.88
T_pseudonana,Al,0.1,4,3,1,21252.95
T_pseudonana,Al,0.1,4,3,2,19417.25
T_pseudonana,Al,0.1,4,3,3,18271.06
T_pseudonana,Al,1,4,1,1,12960.03
T_pseudonana,Al,1,4,1,2,12502.62
T_pseudonana,Al,1,4,1,3,12355.21
T_pseudonana,Al,1,4,2,1,10249.5
T_pseudonana,Al,1,4,2,2,9860.68
T_pseudonana,Al,1,4,2,3,9952.69
T_pseudonana,Al,1,4,3,1,11377.99
T_pseudonana,Al,1,4,3,2,11200.02
T_pseudonana,Al,1,4,3,3,11039.72
T_pseudonana,Al,0,5,1,1,11729.92
T_pseudonana,Al,0,5,1,2,11172.21
T_pseudonana,Al,0,5,1,3,10760.38
T_pseudonana,Al,0,5,2,1,13353.68
T_pseudonana,Al,0,5,2,2,12709.42
T_pseudonana,Al,0,5,2,3,12300
T_pseudonana,Al,0,5,3,1,14165.32
T_pseudonana,Al,0,5,3,2,13787.81
T_pseudonana,Al,0,5,3,3,13810.66
T_pseudonana,Al,0.1,5,1,1,13122.74
T_pseudonana,Al,0.1,5,1,2,12448.08
T_pseudonana,Al,0.1,5,1,3,11903.81
T_pseudonana,Al,0.1,5,2,1,11562.19
T_pseudonana,Al,0.1,5,2,2,10857.09
T_pseudonana,Al,0.1,5,2,3,10392.79
T_pseudonana,Al,0.1,5,3,1,15435.51
T_pseudonana,Al,0.1,5,3,2,14651.23
T_pseudonana,Al,0.1,5,3,3,14152.96
T_pseudonana,Al,1,5,1,1,2577.5
T_pseudonana,Al,1,5,1,2,2362.21
T_pseudonana,Al,1,5,1,3,2159.11
T_pseudonana,Al,1,5,2,1,2724
T_pseudonana,Al,1,5,2,2,2546.2
T_pseudonana,Al,1,5,2,3,2345.21
T_pseudonana,Al,1,5,3,1,2841.83
T_pseudonana,Al,1,5,3,2,2612.61
T_pseudonana,Al,1,5,3,3,2371.26
T_pseudonana,Zn,0,0,1,1,96.47
T_pseudonana,Zn,0,0,1,2,93.25
T_pseudonana,Zn,0,0,1,3,89.95
T_pseudonana,Zn,0,0,2,1,96.25
T_pseudonana,Zn,0,0,2,2,90.7
T_pseudonana,Zn,0,0,2,3,87.49
T_pseudonana,Zn,0,0,3,1,115.79
T_pseudonana,Zn,0,0,3,2,110.9
T_pseudonana,Zn,0,0,3,3,108.63
T_pseudonana,Zn,8,0,1,1,102.25
T_pseudonana,Zn,8,0,1,2,94.14
T_pseudonana,Zn,8,0,1,3,90.82
T_pseudonana,Zn,8,0,2,1,107.54
T_pseudonana,Zn,8,0,2,2,100.82
T_pseudonana,Zn,8,0,2,3,98.13
T_pseudonana,Zn,8,0,3,1,89.82
T_pseudonana,Zn,8,0,3,2,84.18
T_pseudonana,Zn,8,0,3,3,80.5
T_pseudonana,Zn,24,0,1,1,106.77
T_pseudonana,Zn,24,0,1,2,100.39
T_pseudonana,Zn,24,0,1,3,99.02
T_pseudonana,Zn,24,0,2,1,99.53
T_pseudonana,Zn,24,0,2,2,96.11
T_pseudonana,Zn,24,0,2,3,92.91
T_pseudonana,Zn,24,0,3,1,107.4
T_pseudonana,Zn,24,0,3,2,102.2
T_pseudonana,Zn,24,0,3,3,97.32
T_pseudonana,Zn,0,1,1,1,263.81
T_pseudonana,Zn,0,1,1,2,238.51
T_pseudonana,Zn,0,1,1,3,227.98
T_pseudonana,Zn,0,1,2,1,147.63
T_pseudonana,Zn,0,1,2,2,138.58
T_pseudonana,Zn,0,1,2,3,131.98
T_pseudonana,Zn,0,1,3,1,126.61
T_pseudonana,Zn,0,1,3,2,124.51
T_pseudonana,Zn,0,1,3,3,119.8
T_pseudonana,Zn,8,1,1,1,168.65
T_pseudonana,Zn,8,1,1,2,162.68
T_pseudonana,Zn,8,1,1,3,159.5
T_pseudonana,Zn,8,1,2,1,137.34
T_pseudonana,Zn,8,1,2,2,133.23
T_pseudonana,Zn,8,1,2,3,127.75
T_pseudonana,Zn,8,1,3,1,141.36
T_pseudonana,Zn,8,1,3,2,134.85
T_pseudonana,Zn,8,1,3,3,129.01
T_pseudonana,Zn,24,1,1,1,141.01
T_pseudonana,Zn,24,1,1,2,127.48
T_pseudonana,Zn,24,1,1,3,124.8
T_pseudonana,Zn,24,1,2,1,147.32
T_pseudonana,Zn,24,1,2,2,138.25
T_pseudonana,Zn,24,1,2,3,132.78
T_pseudonana,Zn,24,1,3,1,135.33
T_pseudonana,Zn,24,1,3,2,131.44
T_pseudonana,Zn,24,1,3,3,129.25
T_pseudonana,Zn,0,2,1,1,685.66
T_pseudonana,Zn,0,2,1,2,668.25
T_pseudonana,Zn,0,2,1,3,658.25
T_pseudonana,Zn,0,2,2,1,689.07
T_pseudonana,Zn,0,2,2,2,676.98
T_pseudonana,Zn,0,2,2,3,673
T_pseudonana,Zn,0,2,3,1,750.98
T_pseudonana,Zn,0,2,3,2,735.73
T_pseudonana,Zn,0,2,3,3,726.76
T_pseudonana,Zn,8,2,1,1,884.51
T_pseudonana,Zn,8,2,1,2,847.81
T_pseudonana,Zn,8,2,1,3,822.59
T_pseudonana,Zn,8,2,2,1,812.36
T_pseudonana,Zn,8,2,2,2,784.43
T_pseudonana,Zn,8,2,2,3,765.87
T_pseudonana,Zn,8,2,3,1,851.21
T_pseudonana,Zn,8,2,3,2,817.85
T_pseudonana,Zn,8,2,3,3,795.22
T_pseudonana,Zn,24,2,1,1,644.58
T_pseudonana,Zn,24,2,1,2,598.47
T_pseudonana,Zn,24,2,1,3,568.37
T_pseudonana,Zn,24,2,2,1,720.83
T_pseudonana,Zn,24,2,2,2,676.81
T_pseudonana,Zn,24,2,2,3,655.21
T_pseudonana,Zn,24,2,3,1,739.01
T_pseudonana,Zn,24,2,3,2,688.74
T_pseudonana,Zn,24,2,3,3,655.21
T_pseudonana,Zn,0,3,1,1,2230.94
T_pseudonana,Zn,0,3,1,2,2166.32
T_pseudonana,Zn,0,3,1,3,2118.36
T_pseudonana,Zn,0,3,2,1,2750.51
T_pseudonana,Zn,0,3,2,2,2617.44
T_pseudonana,Zn,0,3,2,3,2525.87
T_pseudonana,Zn,0,3,3,1,2601.09
T_pseudonana,Zn,0,3,3,2,2524.94
T_pseudonana,Zn,0,3,3,3,2463.18
T_pseudonana,Zn,8,3,1,1,2547.56
T_pseudonana,Zn,8,3,1,2,2449.44
T_pseudonana,Zn,8,3,1,3,2422.75
T_pseudonana,Zn,8,3,2,1,2631.76
T_pseudonana,Zn,8,3,2,2,2554.53
T_pseudonana,Zn,8,3,2,3,2494.32
T_pseudonana,Zn,8,3,3,1,2646.31
T_pseudonana,Zn,8,3,3,2,2569.24
T_pseudonana,Zn,8,3,3,3,2526.3
T_pseudonana,Zn,24,3,1,1,1796.49
T_pseudonana,Zn,24,3,1,2,1700.41
T_pseudonana,Zn,24,3,1,3,1647.97
T_pseudonana,Zn,24,3,2,1,1610.2
T_pseudonana,Zn,24,3,2,2,1523.1
T_pseudonana,Zn,24,3,2,3,1474.94
T_pseudonana,Zn,24,3,3,1,1770.63
T_pseudonana,Zn,24,3,3,2,1651.61
T_pseudonana,Zn,24,3,3,3,1572.91
T_pseudonana,Zn,0,4,1,1,5916.23
T_pseudonana,Zn,0,4,1,2,5647.78
T_pseudonana,Zn,0,4,1,3,5283.8
T_pseudonana,Zn,0,4,2,1,5428.66
T_pseudonana,Zn,0,4,2,2,5059.82
T_pseudonana,Zn,0,4,2,3,4851.14
T_pseudonana,Zn,0,4,3,1,5801.9
T_pseudonana,Zn,0,4,3,2,5318.07
T_pseudonana,Zn,0,4,3,3,5181.23
T_pseudonana,Zn,8,4,1,1,7596.02
T_pseudonana,Zn,8,4,1,2,7119.19
T_pseudonana,Zn,8,4,1,3,6790.37
T_pseudonana,Zn,8,4,2,1,7658.67
T_pseudonana,Zn,8,4,2,2,7199.82
T_pseudonana,Zn,8,4,2,3,7106.25
T_pseudonana,Zn,8,4,3,1,7553.79
T_pseudonana,Zn,8,4,3,2,7220.09
T_pseudonana,Zn,8,4,3,3,6873.13
T_pseudonana,Zn,24,4,1,1,4325.5
T_pseudonana,Zn,24,4,1,2,4118.47
T_pseudonana,Zn,24,4,1,3,3845.22
T_pseudonana,Zn,24,4,2,1,3888.7
T_pseudonana,Zn,24,4,2,2,3570.98
T_pseudonana,Zn,24,4,2,3,3374.93
T_pseudonana,Zn,24,4,3,1,4224.24
T_pseudonana,Zn,24,4,3,2,3843.09
T_pseudonana,Zn,24,4,3,3,3572.07
T_pseudonana,Zn,0,5,1,1,21116.68
T_pseudonana,Zn,0,5,1,2,19977.35
T_pseudonana,Zn,0,5,1,3,16836.13
T_pseudonana,Zn,0,5,2,1,22806.95
T_pseudonana,Zn,0,5,2,2,21342.85
T_pseudonana,Zn,0,5,2,3,20347.68
T_pseudonana,Zn,0,5,3,1,20035.85
T_pseudonana,Zn,0,5,3,2,19300.58
T_pseudonana,Zn,0,5,3,3,19262.39
T_pseudonana,Zn,8,5,1,1,26887.05
T_pseudonana,Zn,8,5,1,2,25859.41
T_pseudonana,Zn,8,5,1,3,25335.91
T_pseudonana,Zn,8,5,2,1,30995.97
T_pseudonana,Zn,8,5,2,2,28457.8
T_pseudonana,Zn,8,5,2,3,27165.18
T_pseudonana,Zn,8,5,3,1,25123.56
T_pseudonana,Zn,8,5,3,2,23874.11
T_pseudonana,Zn,8,5,3,3,23091.79
T_pseudonana,Zn,24,5,1,1,19201.13
T_pseudonana,Zn,24,5,1,2,18063.3
T_pseudonana,Zn,24,5,1,3,18165.41
T_pseudonana,Zn,24,5,2,1,19096.93
T_pseudonana,Zn,24,5,2,2,18251.87
T_pseudonana,Zn,24,5,2,3,17670.45
T_pseudonana,Zn,24,5,3,1,18566.46
T_pseudonana,Zn,24,5,3,2,17529.07
T_pseudonana,Zn,24,5,3,3,16848.48
T_pseudonana,Zn,0,6,1,1,19823.66
T_pseudonana,Zn,0,6,1,2,18385.72
T_pseudonana,Zn,0,6,1,3,18412.66
T_pseudonana,Zn,0,6,2,1,19426.81
T_pseudonana,Zn,0,6,2,2,16903.26
T_pseudonana,Zn,0,6,2,3,15841.6
T_pseudonana,Zn,0,6,3,1,17648.09
T_pseudonana,Zn,0,6,3,2,15740.27
T_pseudonana,Zn,0,6,3,3,14634.49
T_pseudonana,Zn,8,6,1,1,17299.87
T_pseudonana,Zn,8,6,1,2,16352
T_pseudonana,Zn,8,6,1,3,16046.06
T_pseudonana,Zn,8,6,2,1,14985.86
T_pseudonana,Zn,8,6,2,2,14392.02
T_pseudonana,Zn,8,6,2,3,14853.1
T_pseudonana,Zn,8,6,3,1,15050.92
T_pseudonana,Zn,8,6,3,2,14395.47
T_pseudonana,Zn,8,6,3,3,14276.28
T_pseudonana,Zn,24,6,1,1,10165.93
T_pseudonana,Zn,24,6,1,2,9535.18
T_pseudonana,Zn,24,6,1,3,9530.42
T_pseudonana,Zn,24,6,2,1,12655.58
T_pseudonana,Zn,24,6,2,2,12631.96
T_pseudonana,Zn,24,6,2,3,11798.66
T_pseudonana,Zn,24,6,3,1,11445.62
T_pseudonana,Zn,24,6,3,2,10745.34
T_pseudonana,Zn,24,6,3,3,10167.31
T_pseudonana,Zn,0,7,1,1,14792.7
T_pseudonana,Zn,0,7,1,2,13971.14
T_pseudonana,Zn,0,7,1,3,13079.35
T_pseudonana,Zn,0,7,2,1,14106.92
T_pseudonana,Zn,0,7,2,2,12615.84
T_pseudonana,Zn,0,7,2,3,11972.35
T_pseudonana,Zn,0,7,3,1,14521.05
T_pseudonana,Zn,0,7,3,2,13519.15
T_pseudonana,Zn,0,7,3,3,13027.76
T_pseudonana,Zn,8,7,1,1,17074.17
T_pseudonana,Zn,8,7,1,2,17860.24
T_pseudonana,Zn,8,7,1,3,17384.93
T_pseudonana,Zn,8,7,2,1,13792
T_pseudonana,Zn,8,7,2,2,13118.56
T_pseudonana,Zn,8,7,2,3,13056.26
T_pseudonana,Zn,8,7,3,1,14393.7
T_pseudonana,Zn,8,7,3,2,13811.61
T_pseudonana,Zn,8,7,3,3,13035.37
T_pseudonana,Zn,24,7,1,1,8909.28
T_pseudonana,Zn,24,7,1,2,9164.21
T_pseudonana,Zn,24,7,1,3,8586.3
T_pseudonana,Zn,24,7,2,1,10214.98
T_pseudonana,Zn,24,7,2,2,10509.78
T_pseudonana,Zn,24,7,2,3,9955.57
T_pseudonana,Zn,24,7,3,1,10402.31
T_pseudonana,Zn,24,7,3,2,9553.1
T_pseudonana,Zn,24,7,3,3,8808.44
C_pulvinata,P,0,0,1,1,72.77
C_pulvinata,P,0,0,1,2,72.33
C_pulvinata,P,0,0,1,3,71.4
C_pulvinata,P,0,0,2,1,62.47
C_pulvinata,P,0,0,2,2,61.94
C_pulvinata,P,0,0,2,3,56.9
C_pulvinata,P,0,0,3,1,51.8
C_pulvinata,P,0,0,3,2,47.9
C_pulvinata,P,0,0,3,3,48.74
C_pulvinata,P,20,0,1,1,61.77
C_pulvinata,P,20,0,1,2,56.52
C_pulvinata,P,20,0,1,3,57.69
C_pulvinata,P,20,0,2,1,61.35
C_pulvinata,P,20,0,2,2,56.95
C_pulvinata,P,20,0,2,3,53.11
C_pulvinata,P,20,0,3,1,80.59
C_pulvinata,P,20,0,3,2,70.73
C_pulvinata,P,20,0,3,3,71.18
C_pulvinata,P,2000,0,1,1,51.89
C_pulvinata,P,2000,0,1,2,50.36
C_pulvinata,P,2000,0,1,3,57.53
C_pulvinata,P,2000,0,2,1,60.92
C_pulvinata,P,2000,0,2,2,58.92
C_pulvinata,P,2000,0,2,3,57.15
C_pulvinata,P,2000,0,3,1,52.6
C_pulvinata,P,2000,0,3,2,52.38
C_pulvinata,P,2000,0,3,3,53.73
C_pulvinata,P,20000,0,1,1,66.97
C_pulvinata,P,20000,0,1,2,64.22
C_pulvinata,P,20000,0,1,3,58.68
C_pulvinata,P,20000,0,2,1,57.01
C_pulvinata,P,20000,0,2,2,57.54
C_pulvinata,P,20000,0,2,3,58.07
C_pulvinata,P,20000,0,3,1,52.47
C_pulvinata,P,20000,0,3,2,52.83
C_pulvinata,P,20000,0,3,3,52.05
C_pulvinata,P,0,1,1,1,57.17
C_pulvinata,P,0,1,1,2,56.76
C_pulvinata,P,0,1,1,3,58.2
C_pulvinata,P,0,1,2,1,82.78
C_pulvinata,P,0,1,2,2,84.75
C_pulvinata,P,0,1,2,3,97.49
C_pulvinata,P,0,1,3,1,91.4
C_pulvinata,P,0,1,3,2,78.95
C_pulvinata,P,0,1,3,3,73.26
C_pulvinata,P,20,1,1,1,50.69
C_pulvinata,P,20,1,1,2,47.96
C_pulvinata,P,20,1,1,3,48.21
C_pulvinata,P,20,1,2,1,62.25
C_pulvinata,P,20,1,2,2,57.22
C_pulvinata,P,20,1,2,3,60.1
C_pulvinata,P,20,1,3,1,96.86
C_pulvinata,P,20,1,3,2,84.08
C_pulvinata,P,20,1,3,3,91.11
C_pulvinata,P,2000,1,1,1,56.19
C_pulvinata,P,2000,1,1,2,55.81
C_pulvinata,P,2000,1,1,3,58.12
C_pulvinata,P,2000,1,2,1,45.09
C_pulvinata,P,2000,1,2,2,44.82
C_pulvinata,P,2000,1,2,3,45.31
C_pulvinata,P,2000,1,3,1,58.53
C_pulvinata,P,2000,1,3,2,55.82
C_pulvinata,P,2000,1,3,3,56.554
C_pulvinata,P,20000,1,1,1,47.19
C_pulvinata,P,20000,1,1,2,48.18
C_pulvinata,P,20000,1,1,3,47.32
C_pulvinata,P,20000,1,2,1,43.92
C_pulvinata,P,20000,1,2,2,41.24
C_pulvinata,P,20000,1,2,3,40.92
C_pulvinata,P,20000,1,3,1,46.92
C_pulvinata,P,20000,1,3,2,42.7
C_pulvinata,P,20000,1,3,3,43.36
C_pulvinata,P,0,2,1,1,74.95
C_pulvinata,P,0,2,1,2,68.83
C_pulvinata,P,0,2,1,3,65.54
C_pulvinata,P,0,2,2,1,72.73
C_pulvinata,P,0,2,2,2,88.3
C_pulvinata,P,0,2,2,3,84.5
C_pulvinata,P,0,2,3,1,80.71
C_pulvinata,P,0,2,3,2,77.61
C_pulvinata,P,0,2,3,3,76.66
C_pulvinata,P,20,2,1,1,76.52
C_pulvinata,P,20,2,1,2,79.01
C_pulvinata,P,20,2,1,3,84.1
C_pulvinata,P,20,2,2,1,109.75
C_pulvinata,P,20,2,2,2,104.27
C_pulvinata,P,20,2,2,3,94.76
C_pulvinata,P,20,2,3,1,95.89
C_pulvinata,P,20,2,3,2,84.31
C_pulvinata,P,20,2,3,3,78.5
C_pulvinata,P,2000,2,1,1,47.34
C_pulvinata,P,2000,2,1,2,46.37
C_pulvinata,P,2000,2,1,3,46.21
C_pulvinata,P,2000,2,2,1,96.8
C_pulvinata,P,2000,2,2,2,83.74
C_pulvinata,P,2000,2,2,3,85.44
C_pulvinata,P,2000,2,3,1,61.92
C_pulvinata,P,2000,2,3,2,61.05
C_pulvinata,P,2000,2,3,3,62.71
C_pulvinata,P,20000,2,1,1,68.11
C_pulvinata,P,20000,2,1,2,60.5
C_pulvinata,P,20000,2,1,3,56.05
